	artist	lyrics
164	Muse	"They'll laugh as they watch us fall
The lucky don't care at all
No chance for fate
It's unnatural selection
I want the truth!

I am hungry for some unrest
I want to push it beyond a peaceful protest
I wanna speak in a language that they'll understand
Dedication, to a new age!
Is this the end of destruction and rampage?
Another chance to erase it then repeat it again

Counter balance this commotion
We're not droplets in the ocean

They'll laugh as they watch us fall
The lucky don't care at all
No chance for fate
It's unnatural selection
I want the truth!

No religion or mind virus
Is there a hope that the facts will ever find us?
Just make sure that you are looking out for number one

I am hungry for some unrest!
Let's push it beyond a peaceful protest
I wanna speak in a language that you will understand

Counter balance this commotion
We're not droplets in the ocean

They'll laugh as they watch us crawl!
The lucky don't share at all
No hope for fate, its a random chance selection
I want the truth!

Try to ride out the storm
Whilst they'll make you believe
That they are the special ones. (we have not been chosen)
Injustice is the norm
You won't be the first and you know you won't be the last

Ocean! Ocean! OCEAN!

I want the truth! I want the truth! I want the truth!"
165	The Killers	"I did my best to notice
When the call came down the line
Up to the platform of surrender
I was brought but I was kind
And sometimes I get nervous
When I see an open door
Close your eyes, clear your heart
Cut the cord

Are we human or are we dancer?
My sign is vital, my hands are cold
And I'm on my knees
Looking for the answer
Are we human or are we dancer?

Pay my respects to grace and virtue
Send my condolences to good
Give my regards to soul and romance
They always did the best they could
And so long to devotion
You taught me everything I know
Wave goodbye, wish me well
You've got to let me go

Are we human or are we dancer?
My sign is vital, my hands are cold
And I'm on my knees
Looking for the answer
Are we human or are we dancer?

Will your system be alright
When you dream of home tonight?
There is no message we're receiving
Let me know, is your heart still beating?

Are we human or are we dancer?
My sign is vital, my hands are cold
And I'm on my knees
Looking for the answer
Are we human or are we dancer?

Are we human or are we dancer?
Are we human or are we dancer?"
166	WALK THE MOON	"Oh, don't you dare look back
Just keep your eyes on me
I said, “You're holding back”
She said, “Shut up and dance with me”
This woman is my destiny
She said, “Oooooh, shut up and dance with me”

We were victims of the night
A chemical, physical, kryptonite
Helpless to the bass and fading light
Oh, we were bound to get together
Bound to get together

She took my arm, I don't know how it happened
We took the floor and she said

""Oh, don't you dare look back
Just keep your eyes on me""
I said, “You're holding back”
She said, “Shut up and dance with me”
This woman is my destiny
She said, “Oooooh, shut up and dance with me”

A backless dress and some beat up sneaks
My discotheque Juliet, teenage dream
I felt it in my chest since she looked at me
I knew we were bound to be together
Bound to be together

She took my arm, I don't know how it happened
We took the floor and she said

Oh, don't you dare look back
Just keep your eyes on me
I said, “You're holding back”
She said, “Shut up and dance with me”
This woman is my destiny
She said “Oooooh, shut up and dance with me”
Ohh, c'mon girl

Deep in her eyes, I think I see the future
I realize this is my last chance
She took my arm, I don't know how it happened
We took the floor and she said

""Oh, don't you dare look back
Just keep your eyes on me""
I said, you're holding back
She said, “Shut up and dance with me”
This woman is my destiny
She said, “Oooooh, shut up and dance
Don't you dare look back
Just keep your eyes on me""
I said, ""You're holding back
She said, “Shut up and dance with me”
This woman is my destiny
She said, “Oooooh, shut up and dance with me”
”Oooooh, shut up and dance with me”
”Oooooh, shut up and dance with me”"
167	Calvin Harris	"Can't be sleeping
Keep on waking without the woman next to me
Guilt is burning, inside I'm hurting
This ain't a feeling I can keep

So blame it on the night
Don't blame it on me, don't blame it on me
Blame it on the night
Don't blame it on me, don't blame it on me

Blame it on the night
Don't blame it on me, don't blame it on me
So blame it on the night
Don't blame it on me, don't blame it on me

Can't you see it? I was manipulated
I had to let her through the door
I had no choice in this, I was the friend she missed
She needed me to talk

So blame it on the night
Don't blame it on me, don't blame it on me
Blame it on the night
Don't blame it on me, don't blame it on me

Blame it on the night
Don't blame it on me, don't blame it on me
So blame it on the night
Don't blame it on me, don't blame it on me

Oh I'm so sorry, so sorry baby
(I'll be better this time...)
I will be better this time
I got to say, I'm so sorry
Oh I promise
(I'll be better this time, I'll be better this time...)

Don't blame it on me
Don't blame it on me"
168	Run–D.M.C.	
169	Alexandra Stan	"You make me dance, bring me up, bring me down, play it sweet
Make me move like a freak, Mr. Saxobeat
Makes me dance, brings me up, brings me down, plays it sweet
Makes me move like a freak, Mr. Saxobeat
You make me dance, bring me up, bring me down, play it sweet
Make me move like a freak, Mr. Saxobeat
Makes me dance, brings me up, brings me down, plays it sweet
Makes me move like a freak, Mr. Saxobeat

Oh oh oh girl, mmm yeah, mmm yeah, mmm yeah
Oh oh, girl, mmm yeah, mmm yeah, mmm yeah
Oh, girl, mmm yeah, mmm yeah, mmm yeah
Oh oh, girl, mmm yeah, mmm yeah, mmm yeah
Mr. Saxobeat
Mr. Saxobeat

Hey sexy boy, set me free
Don't be so shy, play with me
My dirty boy, can't you see
That you belong next to me
Hey sexy boy, set me free
Don't be so shy, play with me
My dirty boy, can't you see
You are the one I need

You make me dance, bring me up, bring me down, play it sweet
Make me move like a freak, Mr. Saxobeat
Makes me dance, brings me up, brings me down, plays it sweet
Makes me move like a freak
You make me dance, bring me up, bring me down, play it sweet
Make me move like a freak, Mr. Saxobeat
Makes me dance, brings me up, brings me down, plays it sweet
Makes me move like a freak

Oh oh oh girl, mmm yeah, mmm yeah, mmm yeah
Oh oh, girl, mmm yeah, mmm yeah, mmm yeah
Oh, girl, mmm yeah, mmm yeah, mmm yeah
Oh oh, girl, mmm yeah, mmm yeah, mmm yeah

You make me dance, bring me up, bring me down, play it sweet
Make me move like a freak, Mr. Saxobeat
Make me dance, bring me up, bring me down, plays it sweet
Make me move like a freak

You make me dance, bring me up, bring me down
Mr. Saxobeat
You make me dance, bring me up, bring me down
Mr. Saxobeat"
170	Clean Bandit	
171	Twenty One Pilots	"I wish I found some better sounds no one's ever heard
I wish I had a better voice that sang some better words
I wish I found some chords in an order that is new
I wish I didn't have to rhyme every time I sing
I was told, when I get older, all my fears would shrink
But now I'm insecure, and I care what people think

My name's Blurryface and I care what you think
My name's Blurryface and I care what you think

Wish we could turn back time
To the good old days
When our momma sang us to sleep but
Now we're stressed out
Wish we could turn back time
To the good old days
When our momma sang us to sleep but
Now we're stressed out
We're stressed out

Sometimes a certain smell will take me back to when I was young
How come I'm never able to identify where it's coming from?
I'd make a candle out of it, if I ever found it
Try to sell it, never sell out of it, I'd probably only sell one
It'd be to my brother, 'cause we have the same nose
Same clothes, home grown, the stone's throw from a creek we used to roam
But it would remind us of when nothing really mattered
Out of student loans and tree house homes, we all would take the latter

My name's Blurryface and I care what you think
My name's Blurryface and I care what you think

Wish we could turn back time
To the good old days
When our momma sang us to sleep but
Now we're stressed out
Wish we could turn back time
To the good old days
When our momma sang us to sleep but
Now we're stressed out

Used to play pretend, give each other different names
We would build a rocket ship and then we'd fly it far away
Used to dream of outer space, but now they're laughin' at our face
Singin', ""wake up, you need to make money!"", yeah
Used to play pretend, give each other different names
We would build a rocket ship and then we'd fly it far away
Used to dream of outer space, but now they're laughin' at our face
Singin', ""wake up, you need to make money!"", yeah

Wish we could turn back time
To the good old days
When our momma sang us to sleep but
Now we're stressed out
Wish we could turn back time
To the good old days
When our momma sang us to sleep but
Now we're stressed out

We used to play pretend, used to play pretend, bunny
We used to play pretend, wake up you need the money
Used to play pretend, used to play pretend, bunny
We used to play pretend, wake up you need the money
Used to play pretend, give each other different names
We would build a rocket ship and then we'd fly it far away
Used to dream of outer space, but now they're laughin' at our face
Sayin', ""wake up, you need to make money!"", yeah"
172	Skrillex	"Now greetings to the world
Voice of the one, Big Gong-Zilla alongside Skrillex
Dem fe know! Who we? Awoah!

We mash up the place, turn up the bass, and make them all have fun
A-we a blaze the fire, make it bun dem
We mash up the place, turn up the bass, and make some sound boy run
A-we will end your week just like a Sunday
We mash up the place, turn up the bass, and make them all have fun
Skrillex a blaze the fire, make it bun dem
We mash up the place, turn up the bass, and make some sound boy run
A-we will end your week just like a Sunday

Rudeboy! Rudeboy!
Rudeboy! Rudeboy!

If I nah pose, but if I supposed
Them see we a close, them wouldn't suppose it
Killin' the flows, we're sicker than most
Defeating the foes, we weather the most
Never yet falter, never yet flop
Never yet halt and never yet stop
Keep up with God and never you drop
All 'em a talk and all 'em a chat
Skrillex and Gong, the legend lives on
We give them it hard, we give them it strong
We give them it rough, we give them it long
We give it them right, and never yet wrong
Sweeter the﻿ victory, the hotter the battle
The bigger the cover, the fatter the bottle
The place haffi rattle, a my tabernacle dis
Rudeboy bass, mash up the place

Rudeboy! Rudeboy!
Rudeboy! Rudeboy!

We mash up the place, turn up the bass, and make them all have fun
A-we a blaze the fire, make it bun dem
We mash up the place, turn up the bass, and make some sound boy run
A-we will end your week just like a Sunday
We mash up the place, turn up the bass, and make them all have fun
Skrillex a blaze the fire, make it bun dem
We mash up the place, turn up the bass, and make some sound boy run
A-we will end your week just like a Sunday

Rudeboy! Rudeboy!
Rudeboy!

Pack up and run'way, pack up and run'way
Pack up and run away, uh!
Pack up and run'way, pack up and run'way
Pack up and run away, uh!
Rudeboy!
Pack up and run'way, pack up and run'way
Pack up and run away, uh!
Pack up and run'way, pack up and run'way
Pack up and run away, uh!
Rudeboy!
Pack up and run'way, pack up and run'way
Pack up and run away, uh!
Pack up and run'way, pack up and run'way
Pack up and run away, uh!
Rudeboy!
Pack up and run'way, pack up and run'way
Pack up and run away, uh!
Pack up and run'way, pack up and run'way
Rudeboy bass, mash up de place!"
173	Eminem	"It's okay, it's okay. I'm gonna make it anyway

Sometimes I just feel like quittin', I still might
Why do I put up this fight? Why do I still write?
Sometimes it's hard enough just dealin' with real life
Sometimes I wanna jump on stage and just kill mics
And show these people what my level of skill's like
But I'm still white, sometimes I just hate life
Somethin' ain't right, hit the brake lights
Case of the stage fright, drawin' a blank like
Da-duh-duh-da-da, it ain't my fault
Great big eyeballs, my insides crawl
And I clam up {​*wham*},​ I just slam shut
I just can't do it, my whole manhood's
Just been stripped, I have just been vicked
So I must then get off the bus, then split
Man, fuck this shit, yo I'm goin' the fuck home
World on my shoulders as I run back to this 8 Mile Road

I'm a man, I'ma make a new plan
Time for me to just stand up and travel new land
Time to really just take matters into my own hands
Once I'm over these tracks, man, I'ma never look back
(8 Mile Road) And I'm gone, I know right where I'm goin'
Sorry, Momma, I'm grown, I must travel alone
Ain't gon' follow no footsteps, I'm makin' my own
Only way that I know how to escape from this 8 Mile Road

I'm walkin' these train tracks, tryin' to regain back
The spirit I had 'fore I go back to the same crap
To the same plant, in the same pants
Tryin' to chase rap, gotta move ASAP
And get a new plan, Momma's got a new man
Poor little baby sister, she don't understand
Sits in front of the TV, buries her nose in the pad
And just colors until the crayon gets dull in her hand
While she colors her big brother and mother and dad
Ain't no tellin' what really goes on in her little head
Wish I could be the daddy that neither one of us had
But I keep runnin' from somethin' I never wanted so bad
Sometimes I get upset, ‘cause I ain't blew up yet
It's like I grew up, but I ain't grow me two nuts yet
Don't gotta rep my step, don't got enough pep
The pressure's too much, man, I'm just tryin' to do what's best
And I try, sit alone and I cry
Yo, I won't tell no lie, not a moment goes by
That I don't pray to the sky, please, I'm beggin' you, God
Please don't let me be pigeonholed in no regular job
Yo, I hope you can hear me, homie, wherever you are
Yo, I'm tellin' you, dawg, I'm bailin' this trailer tomorrow
Tell my mother I love her, kiss baby sister goodbye
Say whenever you need me, baby, I'm never too far
But yo, I gotta get out there, the only way I know
And I'ma be back for you the second that I blow
On everything I own, I'll make it on my own
Off to work I go back to this 8 Mile Road

I'm a man, gotta make a new plan
Time for me to just stand up and travel new land
Time to really just take matters into my own hands
Once I'm over these tracks, man, I'ma never look back
(8 Mile Road) And I'm gone, I know right where I'm goin'
Sorry, Momma, I'm grown, I must travel alone
Ain't gon' follow no footsteps, I'm makin' my own
Only way that I know how to escape from this 8 Mile Road

You gotta live it to feel it; you didn't, you wouldn't get it
Or see what the big deal is, why it was and it still is
To be walkin' this borderline of Detroit city limits
It's different, it's a certain significance, a certificate
Of authenticity, you'd never even see
But it's everything to me, it's my credibility
You never seen, heard, smelled or met a real MC
Who's incredible upon the same pedestal as me
But yet I'm still unsigned, havin' a rough time
Sit on the porch with all my friends and kick dumb rhymes
Go to work and serve MC's in the lunchline
But when it comes crunch time, where do my punchlines go?
Who must I show to bust my flow?
Where must I go? Who must I know?
Or am I just another crab in the bucket?
‘Cause I ain't havin' no luck with this little rabbit's foot, fuck it
Maybe I need a new outlet, I'm startin' to doubt shit
I'm feelin' a little skeptical who I hang out with
I look like a bum, yo, my clothes ain't about shit
At the Salvation Army tryin' to salvage an outfit
And it's cold, tryna travel this road
Plus I feel like I'm always stuck in this battlin' mode
My defenses are so up, but one thing I don't want
Is pity from no one, this city is no fun
There is no sun, and it's so dark
Sometimes I feel like I'm just bein' pulled apart
From each one of my limbs, by each one of my friends
It's enough to just make me wanna jump out of my skin
Sometimes I feel like a robot, sometimes I just know not
What I'm doin', I just blow, my head is a stove top
I just explode, the kettle gets so hot
Sometimes my mouth just overloads the ass that I don't got
But I've learned, it's time for me to U-turn
Yo, it only takes one time for me to get burned
Ain't no fallin' no next time I meet a new girl
I can no longer play stupid or be immature
I got every ingredient, all I need is the courage
Like I already got the beat, all I need is the words
Got the urge, suddenly it's a surge
Suddenly a new burst of energy has occurred
Time to show these Free World leaders the 3 and a third
I am no longer scared now, I'm free as a bird
Then I turn and cross over the median curb
Hit the 'burbs and all you see is a blur from 8 Mile Road

I'm a man, gotta make a new plan
Time for me to just stand up and travel new land
Time to really just take matters into my own hands
Once I'm over these tracks, man, I'ma never look back
(8 Mile Road) And I'm gone, I know right where I'm goin'
Sorry, Momma, I'm grown, I must travel alone
Ain't gon' follow no footsteps, I'm makin' my own
Only way that I know how to escape from this 8 Mile Road"
174	Michael Jackson	"Oh man! Look at that girl, right there!
Goodness gracious! That girl fine, man!
Look at it, she just too fine! She know she fine too!

She is banging!

She's off the hook!

She looks good, you're right

Hey, I bet you, can't nobody get that girl

Chris, I can get her

You can't get that girl, Mike
I guarantee you can't get that girl!

Watch me get that girl

I bet you never-Neverland, you can't

I can get her

All right! Shomon, then. Shomon!

Watch!

I don't think they're ready for this one!
Darkchild..

My life will never be the same
Because girl, you came and changed
The way I walk
The way I talk
I cannot explain the things I feel for you
But girl, you know it's true
Stay with me, fulfill my dreams
And I'll be all you'll need

Oh, oh, oh, oh, ooh, it feels so right (Girl)
I've searched for the perfect love all my life (All my
Life)
Oh, oh, oh, oh, ooh, it feels like I (Like I)
Have finally found her perfect love is mine (See, I
Finally found, come on, girl)

You rocked my world, you know you did
And everything I own I give (You rocked my world)
The rarest love who'd think I'd find
Someone like you to call mine (You rocked my world)

You rocked my world, you know you did (Girl)
And everything I own I give (I want you, girl)
The rarest love who'd think I'd find
Someone like you to call mine

In time I knew that love would bring
This happiness to me
I tried to keep my sanity
I waited patiently
Girl, you know it seems
My life is so complete
A love that's true because of you
Keep doing what you do

Oh, oh, oh, oh, who'd think that I (Oh)
Have finally found the perfect love I searched for all
My life (Searched for all my life)
Oh, oh, oh, oh, who'd think I'd find
(Whoa oh oh)
Such a perfect love that's so right (Whoa, girl)

You rocked my world, you know you did (Come on, come
On, come on, come on)
And everything I own I give
The rarest love who'd think I'd find (Girl)
Someone like you to call mine (You rocked my world)

You rocked my world (You rocked my world), you know
You did
And everything I own I give (Girl, girl, girl)
The rarest love who'd think I'd find
Someone like you to call mine (Girl)

You rocked my world, you know you did (Oh)
And everything I own I give (You rocked my world)
The rarest love who'd think I'd find
Someone like you to call mine

You rocked my world (Oh), you know you did
And everything I own I give (To rock my world)
The rarest love who'd think I'd find
Someone like you to call mine

Girl, I know that this is love
I felt the magic all in the air
And girl, I'll never get enough
That's why I always have to have you here, hoo

You rocked my world (You rocked my world), you know
You did
And everything I own I give (Look what you did to
Me, baby, yeah)
The rarest love who'd think I'd find
Someone like you to call mine (You rocked my world)

You rocked my world, you know you did (Know you did
Baby)
And everything I own I give (Cause you rocked my
World)
The rarest love who'd think I'd find (Hoo, hoo)
Someone like you to call mine

(You rocked my world)
You rocked my world, you know you did
(The way you talk to me, the way you're lovin' me)
(The way you give it to me)

You rocked my world, you know you did
(Give it to me)
(Yeah, yeah, yeah yeah ooh)
You rocked my world (You rocked my world), you know
You did
(You rocked my world, you rocked my world)

(Come on, girl) You rocked my world (Come on, girl)
You know you did
(Baby, baby, baby)
And everything I own I give
The rarest love who'd think I'd find
Someone like you to call mine

You rocked my world, you know you did
And everything I own I give
The rarest love who'd think I'd find
Someone like you to call mine"
175	Rata Blanca	"(Verse 1)
Siento el calor de toda tu piel
En mi cuerpo otra vez
Estrella fugaz, enciende mi sed
Misteriosa mujer
Con tu amor sensual, cuanto me das
Haz que mi sueño sea una verdad
Dame tu alma hoy, haz el ritual
Llévame al mundo donde pueda soñar
(Chorus)
Uhh..! Debo saber si en verdad
Que en algún lado estas
Voy a buscar una señal, una razón
Uhh..! Debo saber si en verdad
Que en algún lado estas
Solo el amor que tú me das, me ayudará
(Verse 2)
Al amanecer tu imagen se va
Misteriosa mujer
Dejaste en mi lujuria total
Hermosa y sensual
Corazón sin Dios, dame un lugar
En ese mundo tibio, casi irreal
Deberé buscar una señal
En aquel camino por el que vas
(Verse 3)
Tu presencia marco en mi vida el amor... Lo sé!
Es difícil pensar en vivir ya sin vos
Corazón sin Dios, dame un lugar
En ese mundo tibio, casi irreal"
176	Angels & Airwaves	"(If I had my own world)
(I'd build you an empire)

If I had my own world
I'd fill it with wealth and desire
A glorious past to admire
And voices of kids out walking dogs
Birds, planes, cleanest cars

If I had my own world
I'd love it for all that's inside it
There'd be no more wars death or riots
There'd be no more police packed-parking lots
Guns bombs sounding off
x2
If I had my own world
I'd build you an empire
From here to the far lands
To spread love like violence

Let me feel you carry you higher
Watch our words spread hope like fire
Secret crowds rise up and gather
Hear your voices sing back louder

If I had my own world
I'd show you the life that's inside it
The way that it glows when you find it
The way it survives with its families
Friends or its enemies

Let's make this a new world
I swear you can go if you want to
I know that you have that within you
Inventing the first clean and usable
God's greatest miracle
x2
x4"
