	artist	lyrics
23	Wisin & Yandel	"W..Yandel!
Qye papi tu quiere saber porque nosotros nos dicen los extraterrestres?
Trataron de tumbarme a mi ni que pararme a mi(tu eres loco) ellos siguen bajando mientras yo sigo subiendo-oh (aha) subiendo-oh (suben)
Tarataron de tumbarme a mi ni que pararme a mi (ellos suenen ya) ellos siguen bajando mientras you sigo subiendo-oh subiendo-oh(Yandel!!)
Quitensen
Oh oh
Sigo la liga matando (ja)
Quitensen
Oh oh (aja)
Yo sigo presionando
Quitensen
Oh oh
Sigo la liga matando (ja)
Quitensen
Oh oh..(mera papi dame un break ahi)
Yo sigo presionando
De nuevo llega Yandel (aja)
Acompanado de Juan
El Hombre que anda ready que Comparan con Superman
El que hace volar las feminas com Peter Pan (Ja)
Pal Dinero Un iman (ja)
Agil Como Jackie Chan (ja)
Te noto Flojo Viejo, Cojo
Papi yo ando listo con 60 ojos (aja)
Que si el deo yo bajo y afojo
Que te tumben los piojo
Yo soy wl arbol del dinero y tu eres un matojo (tu sabes!)
Llego el qu no se conforma
El dueno de las normas
El presidente de la plataforma (chuplahh)
Pollitos en fila llego el que los uniforma
El capitan en el matatan se transforma (suelta!)
Quitensen
Oh oh (aja)
Sigo la liga matando (W!)
Quitensen
Oh oh
Yo sigo presionando (Yandel!!)
Quitensen
Oh oh (blah)
Sigo la liga matando
Quitensen
Oh oh
Yo Sigo Presionando (oye papi tu sabes que)
Anda vestida de negra con la liricta salvaje
Hoy no vamos a fuego papi comprate un pasaje
Llego el dueno de la rima con perfecto lenguaje
Montensen en mi viaje
Emprzo la masacre
Mami se te acabo la vent (ja)
Y ando en la corveta (aja)
En la radio la pista
Al lado la libreta (plahh)
Si hay nebulaa
La burra esta en la gabeta
Llegaron los marcianos, hagan las maleta(plahh)
Tataron de tumbarme a mi ni que pararme a mi ellos siguen bajando mientras yo sigo subiendo-oh subiendo-oh (llegaron los lideres..duro)
Trataron de tumbarme a mi ni que pararme a mi ellos siguen bajando mientras yo sigo subiendo-oh subiendo-oh (plahh)
Quitensen
Oh oh (aja)
Sigo la liga matando(w!)
Quitensen
Oh oh ( con Yandel)
Yo sigo presionando
Quitensen
Oh oh ( bienvenidos a un nuevo sistema)
Sigo la liga matando ( aja)
Quitensen
Oh oh
Yo sigo presionando
Era necesario que nosotros estuvieramos aqui
Ciaro que si
Quienes controlan el movimiento del reggaeton
W con Yandel
LOS EXTRATERRESTRES!!!
Precisamente..Solo es question de tiempo
Para que el mundo pueda entender y saber
Quienes son los lideres del movimiento urbano.."
24	Wisin & Yandel	"Letra de ""Noche De Sexo"" ft. Aventura

It's your boy, Romeo
Doble U con Yandel
(So nasty)
Oye bebé
""Pal' Mundo""

¿Hola, qué tal?
Soy el chico de las poesías
Tú fiel admirador, y aunque no me conocías

Hoy es noche de sexo
Voy a devorarte nena linda (Predi)
Hoy es noche de sexo
Y voy a cumplir tus fantasías (¿cómo?)
Hoy es noche de sexo
Ay, voy a devorarte nena linda
Hoy es noche de sexo
Lo juro por Dios que esta noche serás mía
(Que...)

Quiero arrancarte la tela con cautela
Mi piel canela enseguida pela
Ella es la protagonista de mi novela
Mi cinderella conmigo es que vuela
Póngase romántica please, dame un kiss
No cometa un desliz
Ella combina la calle con la moda de París
La miss, sigue matando en el país

Hoy es noche de sexo
Voy a devorarte nena linda
Hoy es noche de sexo
Y voy a cumplir tus fantasías
Hoy es noche de sexo
Ay, voy a devorarte nena linda
Hoy es noche de sexo
Lo juro por Dios que esta noche serás mía

Acércate
Te diré que-
Nadie te va a tocar como yo (no)
Nadie te lo va a hacer como yo
Y acércate
Te diré que-
Nadie te va a tocar como yo (no)
Nadie te lo va a hacer como yo

Decídete ya
¿Cuándo será que tu boca tocará mi boca?
So, dime ya
¿Qué tú me das?
Quiero sentirte, besarte
Pasarte mi lengua, pasarte
Y vas a sentirte bien
Vamos a pasarla bien
Tú no ves que estoy sufriendo
Y viendo el tiempo pasar sin comerte (dangerous)

Empecemo' en la playa
Terminemo' en la cama
Trae la toalla porque te vas a mojar
En flex, mami en sense
Lay in my body and prepare for sex

Hoy es noche de sexo
Voy a devorarte nena linda
Hoy es noche de sexo
Y voy a cumplir tus fantasías
Hoy es noche de sexo
Ay, voy a devorarte nena linda
Hoy es noche de sexo
Lo juro por Dios que esta noche serás mía

Doble U ""El Sobreviviente"" con Yandel
Tu Romeo, mami
Nelly
Nesty
No hay pa' nadie, llegó el dream team (jajaja)
Yandel
Salte de la vía que por ahí viene el tren
Gasper
Ay, ay, ay
Buh, tra
Buh (eh-eh)
Tra (eh-eh)
Tra
Buh
Tra (Naldo)
Oye Romeo, el dúo de la historia
Na-ah
Uoh-uoh-uoh-uoh-uoh-uoh, na-ah
Sumba Romeo, sumba
Uoh-uoh-uoh-uoh-uoh-uoh
No hay pa' nadie, está bien ya
No lloren
El dúo de la historia con Romeo
Un junte para la historia
Esto es de colección hermano
Buh"
25	Wisin & Yandel	"Hoy es viernes, son las doce
Entrando el más que toce
A la disco y la negra se lució
Mirando te hostiga (Ajá)
No se fatiga si la noche entera es de reggaetón (Ya tú sabes)
Se pasa con sus amigas dándose buena vida
Su novio la dejó (Maquillaje perfecto)
Después de un par de copas
No le gusta la ropa
Y enseguida a mi lado calló (Suéltala duro)

Pidiendo calor (Oye, no se lo diga a nadie bebé)
Que esto quede entre tú y yo (Tú sabes quiénes somos nosotros)
Pidiendo calor (Shhhh)
Que esto quede entre tú y yo (Ella está rica y...)

Hay que mirarla
Minuto a minuto hay que rendirle atributo
Cuando la miro me lo disfruto
Bésame, arúñame
Déjame bruto
Déjame disfrutar tus atributos (Suelta)
Vengo lento por el cinturón
Llegó el comisario (Ajá)
Sagitario, empresario
Dale, baila conmigo
Mami, rompe el escenario (Duro)
No hay duda, la reina del vecindario (Ja)

Pidiendo calor (Yo voy a hacer lo que tú digas pero...)
Que esto quede entre tú y yo (¿Tú me estás entendiendo verdad?)
Pidiendo calor (Suelta, ja)
Que esto quede entre tú y yo (Ella mueve la cola)

Como cascabel (Ja)
A otro nivel (Ja)
Llegó el coronel
Y tú eres el frosting del pastel (Ja)
Y le huele su pelo a clavel, a laurel (Ja)
¿Y quiénes son los mejores? 'W' con Yandel (Ja)
Te soy honesto (Ajá)
Me encantan sus gestos
Y lo que estoy buscando es un pretexto (Tú sabes)
Pa' que el estudiante le de una muestra a la maestra (Pla)
Pa' que no se olvide de lo nuestro (Yandel)

Hoy es viernes, son las doce
Entrando el más que toce
A la disco y la negra se lució (Llegaron Los Extraterrestres)
Mirando te hostiga
No se fatiga si la noche entera es de reggaetón (Bandida)
Se pasa con sus amigas dándose buena vida
Su novio la dejó
Después de un par de copas (Ajá)
No le gusta la ropa
Y enseguida a mi lado calló (Desesperada)

Pidiendo calor (Yo voy a hacer lo que tú digas pero...)
Que esto quede entre tú y yo (¿Tú me estas entendiendo verdad?)
Pidiendo calor (Suelta, ja)
Que esto quede entre tú y yo (Suelta, suelta)

Señoras y señores permiso para aterrizar
Nave no identificada
'W' con Yandel
Víctor ""El Nazi""
Nesty
Dando un vueltón
¡Los Extraterrestres!
No traten de nadar contra la corriente
Nosotros somos invencibles
Aguántate esa
¡(Los Extraterrestres!)
Niños, el que habla tiene F e' conducta
Bienvenidos a la clase de música
Atentamente: ""Los Extraterretres""
('W' con Yande)l"
26	Wisin & Yandel	
27	Wisin & Yandel	"Hola bebé, ¿qué tal?
Me siento bien contigo en este lugar (Me has atraido)
Me encanta cómo se desenvuelve (Increíble)
Muy rica y bien sensual (La Revolución)
Ella me enciende
Su mirada se pierde, se absorbe y se disuelve

Mami, solamente quítame el dolor (Medicina)
Y ponte el baby doll (Tú sabes ya)
Me encanta cuando pierdes el temor
Te deslizas por el piso y pierdes el control (Un, dos, tres, pla)
Mami, solamente quítame el dolor (Destructora)
Y ponte el baby doll
Me encanta cuando pierdes el temor
Te deslizas por el piso y pierdes el control
(Prende, prende, prende...)

'W' te premia, la reina de la academia
Bellísima, no padece de anemia
Romántica, bohemia, este deseo es una epidemia
Ejemplo mi templo, te contemplo
Cuando no quiero que pase más tiempo
Chulería, ¿Cuál es tu pasatiempo?
Yo soy tu entretenimiento

Mami, solamente quítame el dolor (Tú sabes ya)
Y ponte el baby doll (Prende, prende, prende)
Me encanta cuando pierdes el temor
Te deslizas por el piso y pierdes el control
Mami, solamente quítame el dolor
Y ponte el baby doll (Imparable)
Me encanta cuando pierdes el temor
Te deslizas por el piso y pierdes el control

(Estás con el tiburón en lo profundo)
Nada, sé que tú eres una soldada
Ando con la trulla, tú con la manada
Te tengo en donde yo quería , entre la pared y la espada
Empezó la guerra, lánzame una granada
Atentado, atácame por el costado
La jefa, yo soy un simple empleado
Mucho amor en un penthouse en el condado
Nos quedamo' tres días encerrados

Me le acerco, la envité a una copa
Me dijo que me quiere y me besó la boca
Luego dijo: “Con los ojos se toca""
En poco tiempo voy a quitarte la ropa  (Necesito tu ayuda)

Mami, solamente quítame el dolor (Tú sabes ya)
Y ponte el baby doll (Ajá)
Me encanta cuando pierdes el temor
Te deslizas por el piso y pierdes el control
Mami, solamente quítame el dolor (La Revolución)
Y ponte el baby doll ('W', Yandel)
Me encanta cuando pierdes el temor
Te deslizas por el piso y pierdes el control (Préndelo)

Baby, imagínate estamos en un penthouse en el área de Miami
Tú luciendo el baby doll más espectacular que tienes
¡'W', Yandel!
¡Víctor ""El Nazi""!
¡Nesty!
¡Marioso!
¡Imparable!
¡La Revolución!"
28	Wisin & Yandel	"La Revolución
Impredecible
Ella es mi vicio

Siento emociones en mi cuerpo
Estoy sediento de ti (De ti, de ti, de ti)
Siento emociones en mi cuerpo
Estoy sediento de ti (De ti, de ti, de ti)

Cuando comienza a bailar
Me pones en tensión (Uoh, uoh)
Cuando comienza a sudar
Me llevas a otra dimensión (Uoh, uoh)
Cuando comienza a bailar
Me pones en tensión (Uoh, uoh)
Cuando comienza a sudar
Me llevas a otra dimensión (Uoh, uoh, uoh, uoh)
Siento emociones en mi cuerpo (Uoh, uoh, uoh)

Ella tiene maña, una araña
Enrédame en tu telaraña
Chula, yo conozco tu calaña
Ya está todo listo y en el hielo la champaña
Malcriá, llegó el que te regaña
El patrón, oye estoy loco por echarte abono
Me dijeron que tu novio te tiene en el abandono
Ella es loca con los dos tipos que controlan el trono ('W', Yandel)

Cuando comienza a bailar
Me pones en tensión (Uoh, uoh)
Cuando comienza a sudar
Me llevas a otra dimensión (Uoh, uoh)
Cuando comienza a bailar
Me pones en tensión (Uoh, uoh)
Cuando comienza a sudar
Me llevas a otra dimensión (Uoh, uoh, uoh, uoh)
Siento emociones en mi cuerpo (Uoh, uoh, uoh)

Doña, leona yo soy tu carroña
Le faltó la flor y al otro día retoña
Morderla, abrazarla, agarrarla por la ponzoña
Doña, me gusta cuando desenmoña
Y ya caíste redonda
Si me pongo romántico, no se esconda
Ni que fronteando
Sabiendo que Wisin la monda (La Revolución)

Siento emociones en mi cuerpo
Estoy sediento de ti (De ti, de ti, de ti)
Siento emociones en mi cuerpo
Estoy sediento de ti (De ti, de ti, de ti)

Cuando comienza a bailar
Me pones en tensión (Uoh, uoh)
Cuando comienza a sudar
Me llevas a otra dimensión (Uoh, uoh)
Cuando comienza a bailar
Me pones en tensión (Uoh, uoh)
Cuando comienza a sudar
Me llevas a otra dimensión (Uoh, uoh, uoh, uoh)
Siento emociones en mi cuerpo (Uoh, uoh, uoh)

Tú estás bien consciente de que tienes el control
Baby, te pido un favor, nunca te vayas
W, Yandel
Víctor El Nasi
Nesty, La Mente Maestra
Marioso
Sencillo, revolucionando la música latina
W, Yandel
Es sinónimo de los lideres del movimiento urbano a nivel mundial
Ustedes lo saben
Baby, tranquila, lo de nosotros es puramente garantizado"
29	Wisin & Yandel	"Yandel
Es imposible detenerla
W
Ella es la mejor
La revolución

Abusadora, abusadora, abusadora
Bendita sea la hora en que te encontré
Abusadora, abusadora, abusadora
Bendita sea la hora en que te encontré

Hace calor, en la disco subiendo el vapor
Hace calor, en la disco subiendo el vapor

Caliente, la disco en high
Mujeres meneando un Pay Pay
Yo la llamo y la cai, ella tiene mi SAI
Esta buscando que de en el Ferrari un round
A mi me ha dado por andar en traje, corbata
Los lideres de nuevo descontrolan las gatas
El negocio se trata de ganar más plata
Sedúceme negra, yo ya prendí la fogata
Se ven las luces de neón y el humo
Chula, yo quiero un cantito
Si tu me dejas te fumo
Te consume, dejame mudo
Lamento decirte que usted conmigo no pudo

Hace calor, en la disco subiendo el vapor
Hace calor, en la disco subiendo el vapor

Siento una energía que yo ya no puedo parar
Es algo que me controla y quiero más, más
De tu seducción amor, amor
No te detengas

Contágiame con tu flow
Prende el show, se pega con tequila Rose
Muevelo go, go, go
Te ganaste las pantallas del dos
Janguea de noche como lechuza, se aguza
En su cama no quiere gentuza
Cuando está caliente la usa, la usa
Si me duermo me saca la gamuza

Abusadora, abusadora, abusadora
Bendita sea la hora en que te encontré
Abusadora, abusadora, abusadora
Bendita sea la hora en que te encontré

Hace calor, en la disco subiendo el vapor
Hace calor, en la disco subiendo el vapor

Seguiremos demostrando que musicalmente
Estamos por encima de todos ustedes
Así­ que, seguirán cogiendo clases de nosotros
La Revolución
Y, W
Tainy
Victor El Nasi
Los campeones del pueblo papi"
30	Jason Derulo	
31	Jason Derulo	
32	Jason Derulo	"Have you ever had the feeling you were being watched?
Footsteps behind you like a shadow when you walk?
Can’t tell if your mind is playing tricks or not?
Ayy, ayy, ayy, ayy, no
What I’m going through is now a rock in my brain
Thinking 'bout like do I got any enemies?
Where I’ve been, what I did, what did I say?
Ayy, ayy, ayy, ayy, no, woah

Come to think of it, I remember one chick
That I was messing with while I was in Connecticut
I met her after my show, I took her back to my room
The next day I had to go, I never thought it would

Get (get) this deep (deep)
Now I got this problem following me (ayy)
You better be careful, better be careful, better be careful
Whose heart (heart) you’ll break (break)
You’re never knowing what she’ll do or say (say)
Will send ’em over the edge so, next time I’ll be careful

Yeah, I’m getting letters every other day addressed to me
Saying, ""Dear Jason, you and I were meant to be""
Tell me you feel the same or it will be the death of me
Ayy, ayy, it gets worse now
She reaching out to all my people, friends and family (look)
Got me so paranoid; I’m stacking up security (woah)
It’s getting crazy here, it’s difficult for me to sleep
Ayy, ayy, ayy, ayy, you know

Now all I’m thinking is, how do I get out of this?
I’m feeling kind of sick, damn, this is some crazy shit
I met her after my show, I took her back to my room
The next day I had to go, I never thought it would

Get (get) this deep (deep)
Now I got this problem following me (ayy)
You better be careful, better be careful, better be careful
Whose heart (heart) you’ll break (break)
You’re never knowing what she’ll do or say (say)
Will send ’em over the edge so, next time I’ll be careful
Yeah, oh, I'll be careful
Oh, yeah, woah, yo, yo

This got so out of control, I learned my lesson now so
Oh, oh, oh, oh, oh, oh, oh, be careful (yeah, yeah)
She’s holding, no won’t let go (oh), she wants a piece of my soul (oh)
Oh, oh, oh, oh, oh, oh, oh, be careful (yeah, yeah)

I met her after my show, I took her back to my room
The next day I had to go, I never thought it would

Get (get) this deep (deep)
Now I got this problem following me (ayy) (following me)
You better be careful, better be careful, better be careful
Whose heart (heart) you’ll break (break) (whose heart you'll break)
You’re never knowing what she’ll do or say (say) (or say)
Will send ’em over the edge so
I never thought it would get (get) this deep (deep)
Now I got this problem following me (ayy)
You better be careful, better be careful, better be careful
Whose heart (heart) you’ll break (break)
You’re never knowing what she’ll do or say (say) (or say)
Will send ’em over the edge so, next time I’ll be careful
Oh, yeah, be careful"
33	Pitbull	
34	Jason Derulo	
35	Pitbull	
36	XXXTENTACION	"Ayy, I'm like ""Bitch, who is your mans?"" ayy
Can't keep my dick in my pants, ayy
My bitch don't love me no mo', ayy
She kick me out, I'm like vro, ayy

""Damn son, where'd you find this?""
Yah, ayy
Yah, ayy, yah
Ayy, haha, yah, yah, yah
Ayy
Ayy, ayy, ayy

I'm like ""Bitch, who is your mans?"" ayy
Can't keep my dick in my pants, ayy
My bitch don't love me no mo', ayy
She kick me out, I'm like vro, ayy
That bitch don't wanna be friends, ayy
I gave her dick, she amen, ayy
She put her tongue on my dick, ayy
Look at my wrist, about ten, ayy
Just got a pound of the boof, ayy
Brought that shit straight to the booth, ayy
Tommy my Hilfiger voots, ayy
She said, ""wan' fuck?"" Bitch, I do, ayy
You put a gun on my mans, ayy
I put a hole in your parents, ayy
I just got lean on my ksubis, ayy
I got a UZI, no Uzi

Fuck on me, look at me, ayy
Fuck on me, yah, look at me, ayy
Look at me, look at me, yah
Fuck on me, yah, ayy
Look at me, yah, fuck on me
Look at me, fuck on me, yah
Look at me, fuck on me
Yah, ayy

Tell these fuck nigga voot me up, pipe up
Ayy, shouts-out Bans and them
Ayy

I took a white bitch to Starbucks
That little bitch got her throat fucked
I like to rock out like I'm misfit
My emo bitch like her wrist slit
Curly hair bitch like I'm Corbin
Got, like, three bitches, I'm Mormon
Skeet on your main bitch's forehead
Don't want your pussy, just want head

Look at me, fuck on me
Look at me, fuck on me
Look at me, fuck on me
Look at me, yah, ayy!
Look at me, fuck on me
Look at me, fuck on me
Look at me, fuck on me
Look at me, yah!"
37	21 Savage	"I buy a new car for the bitch (for real)
I tear down the mall with the bitch (for real)
You can't even talk to the bitch (no)
She fucking with bosses and shit (on God)
I pull up in 'Rari's and shit (skrrr)
With choppers and Harley's and shit (for real)
I be Gucci'd down (Gucci)
You wearing Lacoste and shit (bitch)
Yeah, Moncler, yuh, fur came off a bear, yuh (yeah)
Triple homicide, put me in a chair, yuh (in jail)
Triple cross the plug, we do not play fair, yuh (on God)
Got 'em tennis chains on and they real blingy (bling)
Draco make you do the chicken head like Chingy (Chingy)
Walk in Neiman Marcus and I spend a light fifty (fifty)
Please proceed with caution, shooters, they be right with me (21)
Bad bitch, cute face and some nice titties
$7500 on a Saint Laurent jacket (yeah)
Bitch, be careful when you dumpin' your ashes (bitch)
I ain't no sucker, I ain't cuffin' no action (nah)
The skreets raised me, I'm a whole bastard (wild)
I bought a 'Rari just so I can go faster (skrrr)
Niggas tryna copy me, they playin' catch up (21)
I might pull up in a Ghost, no Casper (21)
I been smoking gas and I got no asthma

I got 1-2-3-4-5-6-7-8 M's in my bank account, yeah (on God)
In my bank account, yeah (on God)
In my bank account, yeah (on God)
In my bank account, yeah (on God)
In my bank account, yeah (on God)
In my bank account, yeah (on God)
I got 1-2-3-4-5-6-7-8 shooters ready to gun you down, yeah (fast)
Ready to gun you down, yeah (on God)
Ready to gun you down, yeah (on God)
Ready to gun you down, yeah (on God)
Ready to gun you down, yeah (on God)
Ready to gun you down, yeah (on God)

Yeah, dog, huh—yeah—, nah for real, dog (21)
Straight up out the 6, now got a house in the Hills, dog (21)
Wanna see a body, nigga? Get you killed, dog (wet)
Wanna tweet about me, nigga? Get you killed, dog (wet)
Killed dog, I'm a real dog—21—, you a lil' dog (21)
Be a dog, wanna be a dog, chasing mil's, dog (yeah)
Dunk right in your bitch like O'Neal, dog (wet)
I shoot like, shoot like Reggie Mill', dog (21)
Chopper sting you like a eel, dog (fast)

I got 1-2-3-4-5-6-7-8 M's in my bank account, yeah (on God)
In my bank account, yeah (on God)
In my bank account, yeah (on God)
In my bank account, yeah (on God)
In my bank account, yeah (on God)
In my bank account, yeah (on God)
I got 1-2-3-4-5-6-7-8 shooters ready to gun you down, yeah (fast)
Ready to gun you down, yeah (on God)
Ready to gun you down, yeah (on God)
Ready to gun you down, yeah (on God)
Ready to gun you down, yeah (on God)
Ready to gun you down, yeah (on God)

Ruler clip—umm—, sent a ruler hit
Pull up on yo' bitch, she say that I got that ruler dick
Spray your block down, we not really with that ruh-rah shit
Glock cocked now, I don't really give no fuck 'bout who I hit
Yeah, yo' bitch, she get jiggy with me, keep that Siggy with me
Bitch, I'm Mad Max, you know I got Ziggy with me
Keep a mad mag in case a nigga wanna get busy with me
'Rari matte black and I got a Bentley with me

I got 1-2-3-4-5-6-7-8 M's in my bank account, yeah (on God)
In my bank account, yeah (on God)
In my bank account, yeah (on God)
In my bank account, yeah (on God)
In my bank account, yeah (on God)
In my bank account, yeah (on God)
I got 1-2-3-4-5-6-7-8 shooters ready to gun you down, yeah (fast)
Ready to gun you down, yeah (on God)
Ready to gun you down, yeah (on God)
Ready to gun you down, yeah (on God)
Ready to gun you down, yeah (on God)
Ready to gun you down, yeah (on God)

$7500 on a Saint Laurent jacket
Bitch, be careful where you dumpin' your ashes
I ain't no sucker, I ain't cuffin' no action
The streets raised me, I'm a whole bastard"
38	6ix9ine	"That's my word, get up in they face
Talk your shit, let your nuts drag, nigga
These niggas just runnin' out they fuckin' mouth, man
Follow protocol, Blood, get in they fuckin' chest, nigga
(Scum Gang!)
We the fuckin' M.O.B., nigga
These niggas bleed different
We don't bleed, nigga
We make niggas bleed, Blood
TR3YWAY

These niggas say they heard of me, I ain't heard of you
Get the fuck up out my fuckin' face, 'fore I murder you
Bitch niggas always jackin' blood, but I know they fu
Whole squad full of fuckin' killers, I'm a killer too
Sending shots, shots, shots, shots, shots, nigga
Everybody gettin' pop, pop, popped, nigga
The thing go rrrah, rrrah, rrrah, rrrah, rrrah, nigga
We send shots, shots, shots, shots, shots, nigga

It's always 6ix9ine this and 6ix9ine that
Nigga's on my dick and on my yack
These niggas lookin' for me, you could hit my jack
I done dropped my address, y'all know where 6ix9ine at
I don't flock, yeah, nine to his back like Ibaka
Baka, not nice, with the fuckin' choppa
Pop 'em, scope on the nigga, who shot ya?
Dropped him, somebody call a fuckin' doctor!
Dick up in the pussy, bet that shit get gushy, gushy
She want the whole gang bussin' all in her pussy
I want the drip, drip while I get my dick licked
Lil' sick bitch, lickin' on my dick tip
She a freak ho, fuck her, she on beast mode
Arch your back, put your hands on your knees, ho
I'm on beast mode, shoot you through your peep-hole
Said he want smoke, I don't really see it though

These niggas say they heard of me, I ain't heard of you
Get the fuck up out my fuckin' face, 'fore I murder you
Bitch niggas always jackin' blood, but I know they fu
Whole squad full of fuckin' killers, I'm a killer too
Sending shots, shots, shots, shots, shots, nigga
Everybody gettin' pop, pop, popped, nigga
The thing go rrrah, rrrah, rrrah, rrrah, rrrah, nigga
We send shots, shots, shots, shots, shots, nigga"
39	6ix9ine	"Niggas iffy, uh, Blicky got the stiffy, uh
Got the blicky, uh, drum, it holds fifty, uh
Scum Gang!
I'll see y'all later, suuwoo!

Pop these niggas like a wheelie, nigga, you a silly nigga
In the hood with them billy niggas and them Hoover niggas
You run up and they shootin' niggas, we ain't hoopin', nigga
Yo Gembi, you a loser, nigga, up that uzi, nigga
On the stoop, crills in my drawers, your girl on my phone
She wanna fuck, but keep her clothes on, I only want the jaw
Man that's really all I use her for, I kick her out the door
I don't want her, you can keep the whore, she fiendin' for some more
In New York my niggas don't Milly Rock, my niggas money bop
Blow a case, a nigga throwin' shots, I run 'em off they block
Quarter milli in the stash box, I grinded for my spot
Niggas talkin' 'bout that cash but my bag worth alot
I don't fuck with no old hoes, only new hoes
Put my dick in her backbone, I pass her to my bro
I don't love her, that's a sad ho, she a bad ho
I'ma fuck her, then I dash home, to the cash ho

I'm on some rob a nigga shit, take a nigga bitch
Do the dash in the whip, count the cash in the whip
I pull up with a stick, I let that shit hit
Shout out... but I fucked that nigga bitch

Niggas iffy, uh, Blicky got the stiffy, uh
Got the blicky, uh, drum it holds fifty, uh
Move milli', all my niggas on fifty, uh
Talk down, pew pew pew, you silly, uh
Hit a stain, fifty bands, all hunnids
Spinnin' through ya block, like a pop shove-it
Shoot at me I'm shootin' back, I'm gettin' buckets
I ain't wanna take his life, but nigga, fuck it

I'm on some rob a nigga shit, take a nigga bitch
Do the dash in the whip, count the cash in the whip
I pull up with a stick, I let that shit hit
Shout out... but I fucked that nigga bitch
I'm on some rob a nigga shit, take a nigga bitch
Do the dash in the whip, count the cash in the whip
I pull up with a stick, I let that shit hit
Shout out... but I fucked that nigga bitch

Scum Gang!"
40	6ix9ine	"Scum Gang!

I'll be on the block on the regular
With my niggas bustin' at the cops, on the regular
Bitches suckin' dick, givin' top, on the regular
Catch me water whippin' straight drop, on the regular
Yeah you know I run up with the shit on the regular
Bare-faced, I'ma hit a lick, on the regular
Posted with the drop, gun cocked, on the regular
Yeah I'm 6ix9ine with the nine, on the regular

Niggas want war yeah, kick the door yeah
Niggas want the sauce, yeah, shake 'em off yeah
I'm still in the hood yeah, bussin' juggs yeah
Rollin' through the city, yeah, with my niggas yeah
Niggas want that bitch back, I don't chit-chat
Run up here? Click clack, blow your shit back
Baby I ain't a hot boy, I'm a block boy
Double trigger Glock, make him Diddy Bop, boy

Nigga, we be bustin' at the opps, on the regular
Nigga, we be duckin' from the cops, on the regular
Bitches suckin' dick and givin' top on the regular
Shit that's on my wrist, it cost a lot, it ain't regular
Nigga, if it's comin' from my spot it ain't regular
Someone's will is on a different side, it ain't regular
You can't take the money when you die, it ain't regular
Niggas with me really ready to die on the regular

Pull up to his door yeah, get on the floor yeah (yeah)
Pull up, we gon' shoot, don't check out the score yet
Different colored coupes, money on the floor yeah
They know I got juice, drippin', drippin' sauce, yeah
Pull up to his door yeah, get on the floor yeah (yeah)
Pull up, we gon' shoot, don't check out the score yet
Different colored coupes, money on the floor yeah
They know I got juice, drippin', drippin' sauce, yeah
They know I'ma ball like LaVar (ay)
'Bout to take a trip to the stars
Let a nigga drip in designer
Ay, makin' money, flip for the mob

I fuck it up, I fuck it up, mm yeah
Shmegular, that's regular, mm yeah
I hit it on the tour bus, ooh yeah
If I'm a player, you a slut, ooh yeah
I told my .38, ""I love you""
That's my baby, when I pull up she pull up too
See the, Hermes on the buckle, and a
Lotta bag in the duffle, yeah
Leave 'em wetter, let it rain, nigga
Put the .30 to your motherfuckin' brain nigga, ah
I'm runnin' around with the same niggas
Same niggas that'll take a nigga chain, nigga, huh?"
41	6ix9ine	"Scum Gang!

Niggas runnin' out their mouth, but they never pop out
I got the drop on your spot, everybody watch out
All my niggas on 50, so you know we hopped out
Mobbed out, ops out, we gon' show what we about
All my niggas really gang bang, talk that damn slang
Rap about it, do the same thing, let your nuts hang
We gon' pull up, nigga, ¡ándale!, on sangre
We post up, we don't do the race, you gon' die today

In the spot, blow 50 bands, shit, 100 bands
Shit, my pockets on a runnin' man, fuck a rubberband
I'ma fuck her in a handstand, she a fan, man
Need the drugs, I'm the Xan man, I'm the damn man
I roll up, I'm gon' be booted, stupid, and shootin' stupid
Brought a knife, I brought a Ruger, stupid, I really do this
If I tote it then you know I shoot it and I'ma prove it
Back, back, don't be movin' stupid or I'ma use it (squad)
Dicky stiffy, uh, bet she give some licky, uh
Lil bitty, uh, bust all on her titties, uh
She a skeezer, uh, really don't need her, uh
Bust then I leave her, uh, she a little eater, uh
Get back, kickback, blow your shit back, uh
Rip that, take that, flip that, send that, uh
.223 hit, where your clothes at? Uh
Scum Gang 'bout that Fendi, fin-act, uh

Niggas runnin' out their mouth, but they never pop out
I got the drop on your spot, everybody watch out
All my niggas on 50, so you know we hopped out
Mobbed out, ops out, we gon' show what we about
All my niggas really gang bang, talk that damn slang
Rap about it, do the same thing, let your nuts hang
We gon' pull up, nigga ¡ándale!, on sangre
We post up, we don't do the race, you gon' die today

You can talk hot on the internet, boy
That's that goofy shit, we ain't into that, boy
Black van, pull up to your momma crib, boy
Tie her up, drive that shit off a bridge, lil boy
You can talk hot on the internet, boy
That's that goofy shit, we ain't into that, boy
Black van, pull up to your momma crib, boy
Tie her up, drive that shit off a bridge, lil boy

Niggas runnin' out their mouth, but they never pop out
I got the drop on your spot, everybody watch out
All my niggas on 50, so you know we hopped out
Mobbed out, ops out, we gon' show what we about
All my niggas really gang bang, talk that damn slang
Rap about it, do the same thing, let your nuts hang
We gon' pull up, nigga ¡ándale!, on sangre
We post up, we don't do the race, you gon' die today"
